index,horse_id,won,y_predict,top_prediction,accuracy
64155,3337,0,0.07142867892980576,0,False
64156,2469,0,0.071428582072258,0,False
64157,2740,0,0.0714287981390953,0,False
64158,2528,0,0.07142875343561172,0,False
64159,2219,0,0.07142859697341919,0,False
64160,692,0,0.07142861187458038,0,False
64161,163,0,0.2499992996454239,0,False
64162,305,0,0.2500009834766388,1,False
64163,3729,0,0.24999980628490448,0,False
64164,1959,0,0.24999992549419403,0,False
64165,2245,0,0.11111076921224594,0,False
64166,1471,0,0.11111137270927429,0,False
64167,4266,0,0.11111102253198624,0,False
64168,3639,1,0.11111079901456833,0,False
64169,2584,0,0.11111102253198624,0,False
64170,1356,0,0.11111047863960266,0,False
64171,1329,0,0.11111188679933548,0,False
64172,1279,0,0.1111113503575325,0,False
64173,2718,0,0.11111138761043549,0,False
64174,2621,0,0.07142872363328934,0,False
64175,2871,0,0.07142840325832367,0,False
64176,3552,0,0.07142849266529083,0,False
64177,2590,0,0.07142864167690277,0,False
64178,4327,0,0.07142900675535202,1,False
64179,1257,0,0.07142845541238785,0,False
64180,1979,1,0.07142854481935501,0,False
64181,781,0,0.07142837345600128,0,False
64182,3433,0,0.07142886519432068,0,False
64183,1607,0,0.0714288204908371,0,False
64184,1556,0,0.07142817974090576,0,False
64185,2710,0,0.07142829895019531,0,False
64186,3781,0,0.07142841815948486,0,False
64187,3032,0,0.07142879068851471,0,False
64188,1798,0,0.11111080646514893,0,False
64189,4118,0,0.11111092567443848,0,False
64190,2709,0,0.11111041158437729,0,False
64191,2801,0,0.11111133545637131,0,False
64192,2399,0,0.11111148446798325,0,False
64193,2817,0,0.11111090332269669,0,False
64194,3876,0,0.11111137270927429,0,False
64195,652,0,0.11111108958721161,0,False
64196,3783,0,0.11111170053482056,0,False
64197,19,1,0.2000000923871994,0,False
64198,1885,0,0.19999989867210388,0,False
64199,3142,0,0.2000005692243576,1,False
64200,3143,0,0.19999966025352478,0,False
64201,1374,0,0.19999977946281433,0,False
64202,1297,0,0.07142780721187592,0,False
64203,1844,0,0.07142883539199829,0,False
64204,2154,0,0.07142863422632217,0,False
64205,3673,0,0.07142841815948486,0,False
64206,3938,0,0.07142868638038635,0,False
64207,1652,0,0.07142889499664307,0,False
64208,833,0,0.07142869383096695,0,False
64209,2529,0,0.07142854481935501,0,False
64210,696,1,0.07142823934555054,0,False
64211,2000,0,0.07142870128154755,0,False
64212,2521,0,0.0714285671710968,0,False
64213,3362,0,0.07142919301986694,1,False
64214,2702,0,0.0714283138513565,0,False
64215,2091,0,0.07142844796180725,0,False
64216,1033,1,0.16666695475578308,0,False
64217,3663,0,0.1666666865348816,0,False
64218,4005,0,0.16666702926158905,0,False
64219,2217,0,0.1666659116744995,0,False
64220,2085,0,0.16666704416275024,1,False
64221,1594,0,0.16666632890701294,0,False
64222,1792,0,0.14285685122013092,0,False
64223,2453,0,0.14285743236541748,0,False
64224,2652,0,0.1428575962781906,1,False
64225,1560,0,0.14285703003406525,0,False
64226,296,0,0.14285731315612793,0,False
