index,race_id,horse_id,won,y_predict,top_prediction,accuracy,win_dividend1,gains
9484,5834,314,1,0.12988933222960636,1,True,1.8,180.0
9490,5835,398,0,0.12959571018435667,1,False,3.85,-100.0
9505,5836,1296,0,0.12929344990695157,1,False,3.95,-100.0
9514,5837,3309,0,0.13433816722601183,1,False,4.1,-100.0
9528,5838,120,0,0.14227343733514286,1,False,4.05,-100.0
9541,5839,988,1,0.15087877090897156,1,True,1.9,190.0
9556,5840,4194,0,0.1271674517508527,1,False,1.6,-100.0
9574,5841,2410,0,0.11301461879667384,1,False,8.1,-100.0
9581,5842,218,0,0.16843759415728365,1,False,2.95,-100.0
9586,5843,817,0,0.14301142864530314,1,False,9.75,-100.0
9605,5844,1318,0,0.14679655416044596,1,False,10.4,-100.0
9613,5845,305,0,0.13550648139482413,1,False,3.0,-100.0
9629,5846,2830,0,0.1661910109372226,1,False,6.65,-100.0
9636,5847,2591,0,0.14001392281671776,1,False,3.5,-100.0
9649,5848,2143,1,0.13415671868168816,1,True,2.95,295.0
9660,5849,1791,0,0.14417289817133738,1,False,7.75,-100.0
9673,5850,844,0,0.12956061029184035,1,False,7.0,-100.0
9685,5851,3860,0,0.10921201854359787,1,False,15.7,-100.0
9700,5852,2085,0,0.1518480260337925,1,False,2.2,-100.0
9708,5853,311,0,0.12364980106271008,1,False,25.6,-100.0
9721,5854,1237,1,0.13902312234902142,1,True,3.6,360.0
9734,5855,993,1,0.14007605065379214,1,True,2.75,275.0
9749,5856,1702,0,0.13642206810472124,1,False,11.1,-100.0
9760,5857,3511,0,0.14057597545714345,1,False,9.7,-100.0
9775,5858,4335,0,0.17192799146287369,1,False,4.25,-100.0
9780,5859,2401,0,0.11272725418898376,1,False,8.35,-100.0
9794,5860,1298,0,0.12397301102169149,1,False,5.65,-100.0
9802,5861,1695,0,0.13077534262119273,1,False,16.9,-100.0
9815,5862,1710,0,0.13564685735894122,1,False,6.05,-100.0
9828,5863,2107,1,0.13636496337494675,1,True,5.7,570.0
9846,5864,897,1,0.15567043762914162,1,True,3.5,350.0
9856,5865,1195,0,0.14579803812161612,1,False,20.9,-100.0
9869,5866,4386,0,0.13615984095274092,1,False,4.85,-100.0
9883,5867,3912,0,0.14748820242837984,1,False,30.85,-100.0
9895,5868,1557,0,0.1437167887065254,1,False,3.15,-100.0
9910,5869,611,0,0.123299456315956,1,False,8.4,-100.0
9920,5870,325,0,0.13402005633787734,1,False,7.5,-100.0
9933,5871,2218,0,0.12846067324049826,1,False,29.1,-100.0
9943,5872,2737,0,0.11130954436430966,1,False,9.65,-100.0
9956,5873,1800,0,0.11343456077065613,1,False,5.15,-100.0
9967,5874,997,0,0.1314065728422692,1,False,3.15,-100.0
9980,5875,2838,0,0.13092252016171668,1,False,12.1,-100.0
9997,5876,627,1,0.14691681999414213,1,True,9.45,944.9999999999999
10006,5877,4200,0,0.12405798648970325,1,False,4.65,-100.0
10014,5878,3363,0,0.11690464795794274,1,False,17.3,-100.0
10030,5879,1037,0,0.1549054295450764,1,False,2.55,-100.0
10038,5880,4329,0,0.13295299146684408,1,False,11.85,-100.0
10048,5881,2467,0,0.11978883630515157,1,False,3.55,-100.0
10059,5882,547,0,0.1590491218312795,1,False,13.35,-100.0
10071,5883,3575,0,0.1313868114544337,1,False,11.3,-100.0
10086,5884,2725,0,0.12928242095942538,1,False,7.9,-100.0
10105,5885,1640,0,0.13802996159984426,1,False,1.9,-100.0
10121,5886,638,0,0.1399710849473602,1,False,4.85,-100.0
