iter	RMSE
270	0.2615976578
271	0.2615570918
272	0.2615261792
273	0.2615115663
274	0.2614752035
275	0.2614652467
276	0.2614399709
277	0.2614196171
278	0.2613897853
279	0.2613714646
280	0.2613608481
281	0.2613290875
282	0.2612983568
283	0.2612680567
284	0.2612256597
285	0.2612153778
286	0.2611884739
287	0.2611686649
288	0.2611447651
289	0.2611329102
290	0.2611128473
291	0.2610860493
292	0.2610702726
293	0.26105492
294	0.2610425963
295	0.2610181456
296	0.2610034884
297	0.2609867389
298	0.2609471833
299	0.2609155391
300	0.2608829558
301	0.2608717736
302	0.2608517391
303	0.2608384372
304	0.2608166404
305	0.2607860119
306	0.2607679863
307	0.2607577263
308	0.2607447884
309	0.2607239221
310	0.2607015878
311	0.2606719474
312	0.2606389817
313	0.2606351476
314	0.2606209551
315	0.2606015171
316	0.2605804274
317	0.26056876
318	0.2605389988
319	0.2605280683
320	0.2605142292
321	0.2604924789
322	0.2604767538
323	0.2604524715
324	0.2604464695
325	0.2604299863
326	0.2604143017
327	0.2603993852
328	0.2603674167
329	0.2603339651
330	0.2603250004
331	0.260294747
332	0.2602821911
333	0.2602557403
334	0.2602421222
335	0.2602288876
336	0.2602050962
337	0.2601820314
338	0.2601566656
339	0.2601499322
340	0.2601448206
341	0.2601366907
342	0.2601241316
343	0.2601065977
344	0.260076964
345	0.260057673
346	0.260046159
347	0.2600230401
348	0.2599972477
349	0.2599754262
350	0.2599563942
351	0.2599466545
352	0.2599213057
353	0.2599048268
354	0.2598896417
355	0.2598765223
356	0.2598555823
357	0.2598121665
358	0.2597885645
359	0.2597648259
360	0.259751525
361	0.2597426177
362	0.2597148776
363	0.259693744
364	0.2596786887
365	0.259661715
366	0.2596541054
367	0.2596246181
368	0.2596082922
369	0.2595930968
370	0.2595670891
371	0.2595324884
372	0.2595058791
373	0.2594773089
374	0.2594671283
375	0.2594391468
376	0.25942032
377	0.2594037715
378	0.2593783945
379	0.2593629622
380	0.2593470174
381	0.2593278443
382	0.2593185212
383	0.2592955914
384	0.2592771987
385	0.259269159
386	0.2592470926
387	0.2592302994
388	0.2592099915
389	0.2591974257
390	0.2591895874
391	0.2591827288
392	0.2591434502
393	0.2590990233
394	0.2590865235
395	0.2590722054
396	0.2590571856
397	0.2590439421
398	0.259020144
399	0.2590129044
400	0.2589843378
401	0.2589772339
402	0.258943079
403	0.2589185545
404	0.2589041444
405	0.2588922339
406	0.2588810235
407	0.2588671489
408	0.2588441656
409	0.2588255304
410	0.2588094408
411	0.2587910748
412	0.2587821783
413	0.2587626338
414	0.2587501575
415	0.2587335581
416	0.2587142413
417	0.2587085872
418	0.2586963121
419	0.2586776371
420	0.258664939
421	0.2586497576
422	0.2586321746
423	0.2586100412
424	0.2585737343
425	0.2585534035
426	0.2585292493
427	0.2585193336
428	0.2584946778
429	0.2584858997
430	0.2584734372
431	0.258462941
432	0.2584221108
433	0.2584105765
434	0.2583902415
435	0.2583820329
436	0.2583659919
437	0.2583596337
438	0.25834351
439	0.2583300009
440	0.2583157711
441	0.2583069534
442	0.2582882017
443	0.2582675514
444	0.2582531134
445	0.258215985
446	0.2581951105
447	0.258185327
448	0.2581655796
449	0.2581549915
450	0.2581200743
451	0.2581046415
452	0.2580905717
453	0.2580781973
454	0.2580492823
455	0.2580322121
456	0.2580235981
457	0.2580144138
458	0.2580071487
459	0.2579953779
460	0.2579730225
461	0.2579561609
462	0.2579331393
463	0.2579273436
464	0.2579139241
465	0.257906263
466	0.257888931
467	0.2578701503
468	0.2578553811
469	0.2578289303
470	0.2578175915
471	0.2577999709
472	0.2577730512
473	0.2577636276
474	0.2577516314
475	0.2577431929
476	0.2577090228
477	0.2576911072
478	0.2576623478
479	0.2576272817
480	0.2576182079
481	0.2576040139
482	0.2575889915
483	0.2575805075
484	0.2575698526
485	0.2575584074
486	0.2575428611
487	0.2575235473
488	0.2575005278
489	0.257481438
490	0.2574667563
491	0.257437887
492	0.2574261644
493	0.2574027785
494	0.2573878364
495	0.2573752724
496	0.2573405211
497	0.257323829
498	0.2572675319
499	0.2572273455
500	0.2572048259
501	0.2571715823
502	0.2571507414
503	0.2571255097
504	0.2571084641
505	0.2570901279
506	0.2570636846
507	0.2570410403
508	0.2569912319
509	0.2569751399
510	0.2569696166
511	0.2569594773
512	0.2569448172
513	0.2568970662
514	0.2568736965
515	0.2568641705
516	0.2568398877
517	0.2568272225
518	0.2567971091
519	0.2567744657
520	0.2567621376
521	0.2567567315
522	0.2567370372
523	0.256721593
524	0.2566979593
525	0.2566911576
526	0.2566713059
527	0.2566608482
528	0.2566359568
529	0.2566159957
530	0.25659824
531	0.2565888697
532	0.2565746237
533	0.256556399
534	0.25654755
535	0.2565188132
536	0.2565067916
537	0.2564930688
538	0.2564685472
539	0.2564094731
540	0.256374362
541	0.2563656212
542	0.2563395388
543	0.2563274591
544	0.2563146643
545	0.2562992293
546	0.2562933424
547	0.2562629678
548	0.2562558346
549	0.2562458654
550	0.2562356845
551	0.2562181591
552	0.2562117045
553	0.2561869149
554	0.2561640702
555	0.2561461851
556	0.2561241619
557	0.2561056557
558	0.2560855565
559	0.256072569
560	0.2560593839
561	0.2560407159
562	0.2560199122
563	0.2560065382
564	0.255993619
565	0.2559664554
566	0.2559481621
567	0.2559359985
568	0.2559208508
569	0.2559093108
570	0.2559015237
571	0.2558877131
572	0.2558779118
573	0.2558692754
574	0.2558269877
575	0.2557807581
576	0.2557628593
577	0.2557578613
578	0.2557289009
579	0.2556989721
580	0.2556752809
581	0.2556671805
582	0.255650274
583	0.2556223618
584	0.2556163209
585	0.2556087337
586	0.255586515
587	0.2555769538
588	0.2555633943
589	0.2555605413
590	0.2555483153
591	0.2555369112
592	0.2555223258
593	0.255507426
594	0.2554903565
595	0.2554603283
596	0.255447871
597	0.2554173369
598	0.2553898854
599	0.2553825491
600	0.2553652643
601	0.2553420451
602	0.2553213036
603	0.2553102649
604	0.255294558
605	0.2552687728
606	0.2552572524
607	0.2552261206
608	0.2551997764
609	0.2551724712
610	0.2551582835
611	0.255139841
612	0.2551236379
613	0.2551152561
614	0.2551048745
615	0.2550747956
616	0.25505339
617	0.255031392
618	0.2550249661
619	0.255021767
620	0.2550016727
621	0.2549902877
622	0.2549674081
623	0.2549461533
624	0.2549412225
625	0.2549254076
626	0.2549169877
627	0.2549044614
628	0.2548958563
629	0.2548757172
630	0.254843049
631	0.2548322279
632	0.254820168
633	0.2548140558
634	0.2547914573
635	0.2547649482
636	0.2547529159
637	0.2547436938
638	0.2547316046
639	0.2547148543
640	0.2546971339
641	0.2546840515
642	0.2546736697
643	0.2546729739
644	0.2546660576
645	0.2546540494
646	0.2546425639
647	0.2546283356
648	0.2546229615
649	0.2546086375
650	0.2545905893
651	0.2545624454
652	0.2545498985
653	0.2545327019
654	0.2545253889
655	0.2545118149
656	0.2544828998
657	0.2544769063
658	0.2544685279
659	0.254459572
660	0.2544522421
661	0.2544401422
662	0.2544146766
663	0.2544026193
664	0.2543861294
665	0.2543810956
666	0.2543572259
667	0.2543475683
668	0.2543356732
669	0.2543240741
670	0.2543059019
671	0.254296445
672	0.2542731859
673	0.2542587364
674	0.2542466015
675	0.2542379661
676	0.2542241126
677	0.2542201823
678	0.2542075533
679	0.2541945557
680	0.2541855041
681	0.2541751241
682	0.2541624267
683	0.2541289832
684	0.2541089855
685	0.2540916436
686	0.254078849
687	0.2540687051
688	0.2540575408
689	0.2540355813
690	0.2540256986
691	0.2540187083
692	0.2540009424
693	0.2539817889
694	0.2539701173
695	0.2539504053
696	0.253943548
697	0.2539309798
698	0.2539039392
699	0.2538794375
700	0.2538650585
701	0.2538403064
702	0.2538306086
703	0.2538164659
704	0.253793672
705	0.2537864742
706	0.2537756433
707	0.2537571843
708	0.2537370754
709	0.2537215173
710	0.2537136776
711	0.2536969564
712	0.253689636
713	0.2536642203
714	0.2536442983
715	0.2536148155
716	0.2536111879
717	0.2536036622
718	0.2535716279
719	0.253561984
720	0.2535429758
721	0.2535280233
722	0.2535143268
723	0.2535002109
724	0.2534959808
725	0.253471935
726	0.2534581978
727	0.2534413827
728	0.2534177731
729	0.2534045533
730	0.2533867967
731	0.2533596738
732	0.2533526588
733	0.2533425507
734	0.2533341032
735	0.253329735
736	0.2533132697
737	0.2533006855
738	0.2532928837
739	0.2532749721
740	0.2532696924
741	0.2532508036
742	0.2532315011
743	0.253214864
744	0.2532096514
745	0.2532018695
746	0.2531903789
747	0.2531764688
748	0.2531660477
749	0.2531523806
750	0.2531223095
751	0.2531118979
752	0.2530831363
753	0.2530646506
754	0.2530579177
755	0.2530192384
756	0.2529909443
757	0.2529453921
758	0.252935705
759	0.2529298952
760	0.2529206285
761	0.252903115
762	0.2528889153
763	0.2528783582
764	0.2528676097
765	0.2528570617
766	0.2528536982
767	0.252841648
768	0.2528197474
769	0.2527909053
770	0.2527700117
771	0.2527528177
772	0.2527437283
773	0.2527220684
774	0.2527125044
775	0.2526905692
776	0.2526626157
777	0.252653127
778	0.2526180017
779	0.2526088894
780	0.2525729728
781	0.2525569496
782	0.252543764
783	0.2525262839
784	0.2525101897
785	0.2524797896
786	0.2524671901
787	0.2524450925
788	0.2524313639
789	0.2524123545
790	0.252397419
791	0.2523787567
792	0.2523732232
793	0.252352416
794	0.2523474126
795	0.2523249501
796	0.252319915
797	0.2523066314
798	0.2522943201
799	0.2522875313
800	0.2522641613
801	0.2522535342
802	0.2522255733
803	0.2522021743
804	0.2521833024
805	0.2521707989
806	0.2521405593
807	0.2521286183
808	0.2521202812
809	0.2521135155
810	0.2520889895
811	0.2520730003
812	0.2520605897
813	0.2520442541
814	0.252011045
815	0.251991215
816	0.2519876172
817	0.2519767263
818	0.2519465346
819	0.2519345985
820	0.2519106884
821	0.2518942688
822	0.2518811752
823	0.2518483886
824	0.251844513
825	0.2518288016
826	0.2518069041
827	0.251792709
828	0.2517763005
829	0.251764798
830	0.2517597036
831	0.2517276303
832	0.2517072873
833	0.251680211
834	0.251673928
835	0.2516567378
836	0.2516303284
837	0.2516132695
838	0.2516010776
839	0.2515865536
840	0.2515682627
841	0.2515388459
842	0.2515279624
843	0.2515111849
844	0.2514997287
845	0.2514962624
846	0.2514809139
847	0.251469799
848	0.2514472629
849	0.2514303148
850	0.2514139195
851	0.2514049395
852	0.2513905686
853	0.2513834983
854	0.251370565
855	0.2513665674
856	0.2513435181
857	0.2513363695
858	0.2513192777
859	0.2513011438
860	0.2512969094
861	0.2512815809
862	0.2512651099
863	0.2512544912
864	0.2512332916
865	0.2511956026
866	0.2511856821
867	0.2511754063
868	0.2511660342
869	0.2511514192
870	0.2511412296
871	0.2511331523
872	0.2511204876
873	0.2511067632
874	0.2510807101
875	0.2510591395
876	0.2510470796
877	0.2510322106
878	0.2510102392
879	0.2509961687
880	0.2509890313
881	0.2509784923
882	0.2509672459
883	0.2509526679
884	0.2509249876
885	0.2509004083
886	0.2508894418
887	0.2508730186
888	0.2508594595
889	0.2508532687
890	0.2508482503
891	0.2508434946
892	0.2508336347
893	0.2508151369
894	0.2507998895
895	0.2507873236
896	0.2507767322
897	0.2507703896
898	0.2507602139
899	0.2507307102
900	0.2507235048
901	0.2507193759
902	0.2507139865
903	0.2507003761
904	0.2506899451
905	0.2506709028
906	0.2506506004
907	0.250624987
908	0.2506113349
909	0.2505926811
910	0.2505830751
911	0.2505733856
912	0.2505482714
913	0.2505286676
914	0.2505175168
915	0.2505051915
916	0.2504797272
917	0.25046259
918	0.2504616729
919	0.2504375104
920	0.2504342069
921	0.2504212583
922	0.2504053914
923	0.2503813541
924	0.2503735683
925	0.2503555387
926	0.2503379922
927	0.2503282553
928	0.2502999308
929	0.2502657307
930	0.250252155
931	0.2502407328
932	0.2502287261
933	0.2502249854
934	0.2502156891
935	0.2501949741
936	0.2501859939
937	0.2501698275
938	0.2501570372
939	0.2501510673
940	0.2501298303
941	0.2501164828
942	0.2501095937
943	0.2500905293
944	0.2500721235
945	0.2500560988
946	0.250037481
947	0.250018613
948	0.2500101858
949	0.2499913468
950	0.2499569768
951	0.2499264413
952	0.2499187256
953	0.2499070788
954	0.2498951047
955	0.2498769827
956	0.2498742968
957	0.2498607327
958	0.2498348432
959	0.2498155016
960	0.2498020312
961	0.2497881644
962	0.2497768852
963	0.2497668777
964	0.2497578751
965	0.2497534521
966	0.2497484073
967	0.2497350514
968	0.249717839
969	0.2497093151
970	0.2496862981
971	0.2496738347
972	0.2496564123
973	0.2496419484
974	0.2496334533
975	0.2496184481
976	0.2496010814
977	0.2495793676
978	0.2495704787
979	0.249562601
980	0.2495328874
981	0.2495232654
982	0.2495163386
983	0.2495075115
984	0.2495017488
985	0.24949411
986	0.2494666432
987	0.2494536156
988	0.2494437026
989	0.2494321869
990	0.2494046232
991	0.2493905848
992	0.2493865897
993	0.249366567
994	0.2493421046
995	0.2493366631
996	0.2493104434
997	0.2492904701
998	0.2492716187
999	0.2492412827
